date,close,high,low,open,volume,log_return,volatility_7,volatility_30,momentum_7,momentum_30,rsi_14,vwap,vwap_deviation,volume_zscore_30,target_return,market_regime,regime_probability,regime_entropy,predicted_return
2023-04-16,30315.35546875,30555.537109375,30157.83203125,30315.9765625,12854816417,-0.0001035931223855,0.0178892674256709,0.0198937901081627,1982.3046875,2891.42578125,69.87385198016389,30835.174324097043,-0.0168579833499048,-0.8193310228661845,-0.0291287232768213,2,0.999867,0.001317,-0.00020800861682623912
2023-04-17,29445.044921875,30319.197265625,29275.37109375,30317.146484375,17872186762,-0.0291287232768213,0.0149530577842843,0.0204424864897072,-207.935546875,2479.166015625,59.22372059940472,30834.59402653465,-0.0450646148758722,-0.2089050515946228,0.0318364609978162,2,0.995765,0.027368,-0.002354701675846299
2023-04-18,30397.552734375,30470.302734375,29154.849609375,29449.091796875,19480529496,0.0318364609978162,0.0181668201583938,0.0200438374169529,162.494140625,2358.876953125,65.43348179839867,30834.395259897807,-0.0141673777559357,0.055064340321616,-0.0531995366286723,2,0.894471,0.33714,-0.0005719960705412532
2023-04-19,28822.6796875,30411.0546875,28669.8984375,30394.1875,24571565421,-0.0531995366286723,0.0274452780121292,0.0224050262787147,-1316.373046875,1055.443359375,51.47532462338398,30833.24188472396,-0.0652076160119921,0.9897220029003384,-0.020211126619281,0,0.998125,0.013925,-0.01466399807367706
2023-04-20,28245.98828125,29076.400390625,28037.2578125,28823.68359375,21340360360,-0.020211126619281,0.0269819682797482,0.0225899527387689,-2153.078125,70.171875,47.48110887450455,30831.95424090277,-0.0838729176700105,0.6485674454285302,-0.0349108772717124,0,0.998458,0.012075,-0.014623728722436335
2023-04-21,27276.91015625,28349.96875,27177.365234375,28249.23046875,20759504330,-0.0349108772717124,0.0276366739570522,0.0227715853811711,-3208.7890625,-30.52734375,41.63471564751366,30830.23393071865,-0.1152545187446076,0.7330087159313902,0.0196247565563981,0,0.999534,0.004363,-0.01930673894437899
2023-04-22,27817.5,27872.142578125,27169.5703125,27265.89453125,13125734602,0.0196247565563981,0.0306751401043585,0.02201089902471,-2500.99609375,-516.47265625,45.6546876986388,30829.31242861744,-0.097693143030388,-0.9063030030158884,-0.0081617412273785,0,0.998908,0.008968,-0.019161269198902563
2023-04-23,27591.384765625,27820.244140625,27400.314453125,27816.14453125,12785446832,-0.0081617412273785,0.0302899842190673,0.0213510753227271,-2723.970703125,98.099609375,44.28086358522574,30828.348009943467,-0.1049995686851078,-0.9414534952272878,-0.0023965485595713,0,0.997634,0.017111,-0.016097689409941364
2023-04-24,27525.33984375,27979.982421875,27070.849609375,27591.73046875,17703288330,-0.0023965485595713,0.0296624742731247,0.0213560186310444,-1919.705078125,30.6328125,43.865656569470254,30826.986354975503,-0.1071024742155054,0.222926068573402,0.0280232077739538,0,0.998515,0.011577,-0.012832822394271984
2023-04-25,28307.59765625,28371.078125,27207.931640625,27514.873046875,17733373139,0.0280232077739538,0.0287963663591903,0.0217217630593421,-2089.955078125,313.267578125,49.86229931503456,30825.94640916341,-0.0816957481040973,0.2004249519627524,0.0040579258685806,0,0.99918,0.007079,-0.01282139627678823
2023-04-26,28422.701171875,29995.837890625,27324.548828125,28300.05859375,31854242019,0.0040579258685806,0.0218274168369496,0.0209036134414587,-399.978515625,1282.8125,50.6968969419974,30824.165803906337,-0.077908503584775,2.9755090146289493,0.0363131328622946,0,0.999452,0.005015,-0.007349783467508693
2023-04-27,29473.787109375,29871.546875,28402.88671875,28428.46484375,27153445027,0.0363131328622946,0.0242831456553715,0.0218440536219061,1227.798828125,2205.65625,57.632440460587205,30823.313472294896,-0.0437826505619812,1.825798332231006,-0.0045406028897519,0,0.979118,0.101526,-0.00463011000708685
2023-04-28,29340.26171875,29572.791015625,28929.609375,29481.013671875,17544464887,-0.0045406028897519,0.0175066434547923,0.0207705030810033,2063.3515625,991.8203125,56.54424976494611,30822.70890112005,-0.048095940792413,-0.008596174651998,-0.0031328032278842,2,0.972795,0.124891,-0.0036260662720056986
2023-04-29,29248.48828125,29452.455078125,29088.04296875,29336.56640625,10662634333,-0.0031328032278842,0.0176244644373034,0.0206577001599912,1430.98828125,1214.92578125,55.76489231510483,30822.31898289743,-0.0510613981550417,-1.2525075535280694,0.0006944394889976,2,0.999616,0.003406,0.0006305988493079693
2023-04-30,29268.806640625,29952.029296875,29114.021484375,29245.515625,14652199272,0.0006944394889976,0.0166306239525262,0.0204796195932715,1677.421875,790.322265625,55.90978510750755,30821.79039994748,-0.0503859035821981,-0.4591652687014618,-0.0410528562110149,2,0.998406,0.01186,-0.003851668164035969
2023-05-01,28091.568359375,29329.935546875,27680.79296875,29227.103515625,18655599976,-0.0410528562110149,0.0250912621053515,0.0218643611609483,566.228515625,-319.466796875,46.42201590951124,30820.60813527572,-0.0885459418556117,0.2637405612559615,0.0207492702911204,2,0.872676,0.381275,-0.006634655856547641
2023-05-02,28680.537109375,28881.298828125,27924.123046875,28087.17578125,16432924527,0.0207492702911204,0.0240049323568995,0.0221536606930091,372.939453125,481.228515625,50.91028946852821,30819.79214506853,-0.0694117282045276,-0.2026298259497151,0.0112946008250287,2,0.935385,0.23954,-0.0037127025230949753
2023-05-03,29006.30859375,29259.533203125,28178.388671875,28680.494140625,19122972518,0.0112946008250287,0.0242692483143081,0.0220463272213715,583.607421875,1216.087890625,53.24343099341724,30818.98784470796,-0.0588169624548268,0.3371329945812628,-0.0054826978253753,2,0.968857,0.138697,-0.0032716821327073813
2023-05-04,28847.7109375,29353.185546875,28694.0390625,29031.3046875,15548678514,-0.0054826978253753,0.0193156043959571,0.0219600210548226,-626.076171875,679.62109375,51.948949739574005,30818.27723068128,-0.0639414811681775,-0.3785619837133718,0.0235245236353522,2,0.998133,0.013597,-0.006184057453638039
2023-05-05,29534.384765625,29668.908203125,28845.509765625,28851.48046875,17936566518,0.0235245236353522,0.021721666110976,0.0223480165879486,194.123046875,1356.400390625,56.84149182086445,30817.74355175007,-0.0416435026779302,0.092670950351592,-0.0215536205091468,2,0.996623,0.022588,-0.0029419461915719926
2023-05-06,28904.623046875,29820.126953125,28468.966796875,29538.859375,15913866714,-0.0215536205091468,0.0233522336095121,0.0227192027344378,-343.865234375,860.482421875,51.647606774121776,30817.03825805572,-0.0620570735956692,-0.3277699956950656,-0.0156784123199928,2,0.9958,0.027177,-0.005057110623346225
2023-05-07,28454.978515625,29157.517578125,28441.3671875,28901.623046875,11301355486,-0.0156784123199928,0.0238874875929125,0.0229056181821481,-813.828125,529.119140625,48.25709117132863,30816.420014376094,-0.0766293261076226,-1.2643556008720265,-0.0270974803125891,2,0.997259,0.018908,-0.00471704719372566
2023-05-08,27694.2734375,28663.271484375,27310.134765625,28450.45703125,19122903752,-0.0270974803125891,0.0206447098354791,0.0234579489400633,-397.294921875,-253.521484375,43.10191199959846,30815.03787099462,-0.1012740742542495,0.2637926037490049,-0.0012826051136456,2,0.995466,0.028989,-0.005452788930468363
2023-05-09,27658.775390625,27821.400390625,27375.6015625,27695.068359375,14128593256,-0.0012826051136456,0.0181168957985161,0.0233087418513904,-1021.76171875,-674.275390625,42.87175366880507,30814.00587981967,-0.1023959851731272,-0.8234120635395915,-0.0013393336115541,2,0.999796,0.00194,-0.017076170664186905
2023-05-10,27621.755859375,28322.6875,26883.669921875,27654.63671875,20656025026,-0.0013393336115541,0.0167819881408536,0.0216042824411611,-1384.552734375,-2031.224609375,42.61618016718317,30812.48063329666,-0.1035529989258212,0.5719012080298815,-0.0227376278728039,2,0.999478,0.004464,-0.017937242873097364
2023-05-11,27000.7890625,27621.94140625,26781.826171875,27621.0859375,16724343943,-0.0227376278728039,0.0177627596979875,0.0215085321546645,-1846.921875,-3234.26953125,38.47309512355769,30811.006640840464,-0.1236641704945128,-0.248634187181837,-0.0072780171559251,2,0.999498,0.004316,-0.018928286083019864
2023-05-12,26804.990234375,27055.646484375,25878.4296875,26987.662109375,19313599897,-0.0072780171559251,0.0106052002091455,0.0215176596996428,-2729.39453125,-3334.0625,37.24359845508149,30809.21846397458,-0.129968510375612,0.3036882004043246,-0.0007804618022563,2,0.999928,0.000759,-0.0024556336414950863
2023-05-13,26784.078125,27030.482421875,26710.873046875,26807.76953125,9999171605,-0.0007804618022563,0.0109904796579108,0.0213976600742882,-2120.544921875,-3614.98828125,37.107202690892784,30808.288471973257,-0.1306210291634389,-1.571612267700163,0.0054570113859458,2,0.999993,9.3e-05,0.00035833600691413415
2023-05-14,26930.638671875,27150.9765625,26661.35546875,26788.974609375,10014858959,0.0054570113859458,0.0122814685536615,0.0214326759528683,-1524.33984375,-3555.060546875,38.79886109400617,30807.39135907948,-0.1258383951441553,-1.4526375400889282,0.0096836881797241,2,0.999988,0.000143,-0.005456152467769896
2023-05-15,27192.693359375,27646.34765625,26766.09765625,26931.384765625,14413231792,0.0096836881797241,0.0104071049631031,0.0215780698236101,-501.580078125,-3125.802734375,41.81256453949621,30806.18820156739,-0.1172976941693987,-0.5921612916993026,-0.0057549433066925,2,0.999986,0.00017,-0.01504686882664918
2023-05-16,27036.650390625,27299.3046875,26878.947265625,27171.513671875,12732238816,-0.0057549433066925,0.0104491539165948,0.0215709168106657,-622.125,-3278.705078125,40.53264431013024,30805.08016447318,-0.122331438637002,-0.9339041306947772,0.0133059491984704,2,0.99999,0.000127,-0.015404464302054605
2023-05-17,27398.802734375,27465.927734375,26600.14453125,27035.470703125,15140006925,0.0133059491984704,0.012212805958273,0.021242588286892,-222.953125,-2046.2421875,44.75903041386528,30803.889976007835,-0.1105408194966593,-0.4227011104569987,-0.0208963229384923,2,0.999969,0.000351,-0.01234937491093501
2023-05-18,26832.208984375,27466.52734375,26415.1015625,27401.650390625,15222938600,-0.0208963229384923,0.01167869602536,0.0204799092129523,-168.580078125,-3565.34375,39.97253746569303,30802.495118164097,-0.1288949521315835,-0.3774214712488304,0.0021562704301694,2,0.999943,0.000615,-0.00021146908109963627
2023-05-19,26890.12890625,27128.619140625,26700.2109375,26826.75390625,11258983301,0.0021562704301694,0.0113592748119633,0.0182851926126784,85.138671875,-1932.55078125,40.67100244372105,30801.479143270542,-0.1269857924298771,-1.1174106713038376,0.0088656002854343,2,0.999989,0.000131,-0.01827687937157323
2023-05-20,27129.5859375,27155.158203125,26843.27734375,26888.841796875,7044911360,0.0088656002854343,0.0117626263730278,0.0180731863524623,345.5078125,-1116.40234375,43.59320542952195,30800.882603621467,-0.1191945280714068,-1.8116229278682048,-0.0139473668145369,2,0.999991,0.000116,-0.005215505692500693
2023-05-21,26753.826171875,27265.91796875,26706.921875,27118.423828125,8647416921,-0.0139473668145369,0.0129883062477216,0.0171102225128996,-176.8125,-523.083984375,40.24350097646947,30800.07571646724,-0.1313714155069078,-1.3843865382203566,0.0036358955711424,2,0.99998,0.000235,0.0025916446041261195
2023-05-22,26851.27734375,27045.734375,26549.734375,26749.892578125,11056770492,0.0036358955711424,0.0123491918743219,0.0167011865908812,-341.416015625,-966.22265625,41.4989888780232,30799.06931862301,-0.1281789372929502,-0.8927073790502603,0.0138489626434261,2,0.999983,0.000206,-0.01405846214982333
2023-05-23,27225.7265625,27434.68359375,26816.1796875,26855.9609375,13697203143,0.0138489626434261,0.0134756409670294,0.0168664784881915,189.076171875,-365.658203125,46.17823479584422,30797.941482706672,-0.1159887560086606,-0.3901336750271955,-0.0332704001878959,2,0.999938,0.000661,-0.0028133902881518386
2023-05-24,26334.818359375,27224.603515625,26106.576171875,27224.603515625,16299104428,-0.0332704001878959,0.01733138100913,0.017899921081572,-1063.984375,-1190.521484375,38.32393753914442,30796.26584981698,-0.1448697550605309,0.1227949345122358,0.0053545262051376,2,0.997991,0.01448,-0.009627499304708477
2023-05-25,26476.20703125,26591.51953125,25890.59375,26329.4609375,13851122697,0.0053545262051376,0.016293639826496,0.0170710786327191,-356.001953125,-1831.390625,40.06617887730913,30794.88796675328,-0.1402401898706631,-0.3273326022239456,0.0091393326620574,2,0.99985,0.001474,-0.006346620655323715
2023-05-26,26719.291015625,26916.669921875,26343.94921875,26474.181640625,12711619225,0.0091393326620574,0.0167901574014829,0.0171605879303894,-170.837890625,-1703.41015625,43.04503598337149,30793.69534500274,-0.1323129388574321,-0.5274842525304354,0.0055633303448489,2,0.999877,0.001228,-0.008035032752978698
2023-05-27,26868.353515625,26888.8828125,26621.140625,26720.181640625,7892015141,0.0055633303448489,0.0165138166808403,0.0156405554247417,-261.232421875,-2605.43359375,44.8550429409871,30792.98233254176,-0.1274520530208352,-1.7466093114915553,0.0443094997536007,2,0.999627,0.003321,-0.007293904292139102
2023-05-28,28085.646484375,28193.44921875,26802.751953125,26871.158203125,14545229578,0.0443094997536007,0.0226614675769765,0.017868065001755,1331.8203125,-1254.615234375,56.900695243857264,30792.076288986103,-0.087893709381954,0.1082004350563193,-0.0121711121073347,2,0.951534,0.193976,-0.0026183760886788927
2023-05-29,27745.884765625,28432.0390625,27563.876953125,28075.591796875,15181308984,-0.0121711121073347,0.023804344343288,0.0179731891315226,894.607421875,-1502.603515625,53.3948866295155,30791.012633180864,-0.0988966457138986,0.2473169433757583,-0.0015702994220325,2,0.972211,0.126983,-0.010395333417543728
2023-05-30,27702.349609375,28044.759765625,27588.501953125,27745.123046875,13251081851,-0.0015702994220325,0.0235264911298428,0.0179672883311058,476.623046875,-1566.45703125,52.9447504891247,30790.0715582348,-0.1002830390640644,-0.2852690588580772,-0.017577792723265,2,0.990973,0.051486,-0.01044420504649264
2023-05-31,27219.658203125,27831.677734375,26866.453125,27700.529296875,15656371534,-0.017577792723265,0.0200417976109174,0.0166642667100298,884.83984375,-871.91015625,48.10271522360586,30788.786698709624,-0.1159229991915923,0.433372549686511,-0.014792581991188,2,0.994619,0.033486,-0.007014262322008791
2023-06-01,26819.97265625,27346.10546875,26671.720703125,27218.412109375,14678970415,-0.014792581991188,0.0213402462448466,0.0163208218352562,343.765625,-1860.564453125,44.47560721064639,30787.448083139843,-0.1288666542344104,0.1683531244101639,0.0158916110657963,2,0.99594,0.026411,-0.015122860040800655
2023-06-02,27249.58984375,27303.861328125,26574.64453125,26824.556640625,14837415000,0.0158916110657963,0.021871029318741,0.0164731063549328,530.298828125,-1756.71875,48.93298323243383,30786.242352878544,-0.11487769337325,0.2663649851732305,-0.0064229154344191,2,0.996356,0.024095,-0.010979570792884216
2023-06-03,27075.12890625,27317.052734375,26958.00390625,27252.32421875,8385597470,-0.0064229154344191,0.0220874539850415,0.016480691061657,206.775390625,-1772.58203125,47.27334649586631,30785.527681994176,-0.1205241246494635,-1.5534420514152936,0.0016214839752998,2,0.999196,0.006535,-0.008765419797247343
2023-06-04,27119.06640625,27407.01953125,26968.224609375,27075.123046875,9360912318,0.0016214839752998,0.0115441999243109,0.0157758193760995,-966.580078125,-2415.318359375,47.75394966933192,30784.73965739442,-0.1190743625556026,-1.1883307246256694,-0.0514103456988917,2,0.998396,0.011932,-0.01755220181923401
2023-06-05,25760.09765625,27129.982421875,25445.16796875,27123.109375,21513292646,-0.0514103456988917,0.0211419991869655,0.0178077350989301,-1985.787109375,-3144.525390625,36.632099357484016,30782.25897000676,-0.1631511617990801,2.1279719739734304,0.0558151185623361,0,0.999412,0.004986,-0.016616470279850103
2023-06-06,27238.783203125,27313.8203125,25434.8671875,25732.109375,21929670693,0.0558151185623361,0.0330199280733212,0.0207151745813707,-463.56640625,-1216.1953125,50.21806625317186,30780.476578522408,-0.1150629804695319,1.999849644758592,-0.0333254241208089,0,0.999522,0.004136,-0.005258863761090747
2023-06-07,26345.998046875,27332.181640625,26146.98828125,27235.650390625,19530045082,-0.0333254241208089,0.0347182569017056,0.0210101096365202,-873.66015625,-1348.275390625,44.07395497583797,30778.490973702243,-0.1440126785492652,1.3865545045169527,0.0061383660637044,0,0.99954,0.004005,-0.009758190916168879
2023-06-08,26508.216796875,26797.513671875,26246.6640625,26347.654296875,11904824295,0.0061383660637044,0.0346013283890072,0.0210583810435862,-311.755859375,-1150.55859375,45.38156168062653,30777.32575554052,-0.1387095484700128,-0.5007834959627215,-0.00105086013774,0,0.999763,0.002379,-0.004197979845724271
2023-06-09,26480.375,26770.2890625,26339.314453125,26505.923828125,11015551640,-0.00105086013774,0.0337502290229786,0.0210584832510559,-769.21484375,-1141.380859375,45.18628492064636,30776.241115872814,-0.1395838465035038,-0.6717615069188712,-0.0240453146774719,0,0.999668,0.0032,-0.00011312716338244542
2023-06-10,25851.240234375,26531.044921875,25501.8359375,26481.76171875,19872933189,-0.0240453146774719,0.0345997414817536,0.0211054603816531,-1223.888671875,-1149.548828125,40.9031747200962,30773.99935433258,-0.1599648801989241,1.556314717035112,0.0034340762243438,0,0.999637,0.003262,-0.0040576021590041375
2023-06-11,25940.16796875,26203.439453125,25668.986328125,25854.03125,10732609603,0.0034340762243438,0.034678289802324,0.0210940767108828,-1178.8984375,-864.822265625,41.74374379929226,30772.811368637736,-0.1570426355264033,-0.6949656681040067,-0.0014531650030546,0,0.995096,0.031375,-0.0005452650402736644
2023-06-12,25902.5,26087.919921875,25675.197265625,25934.28515625,11677889997,-0.0014531650030546,0.0284383407934369,0.0210940903700222,142.40234375,-881.578125,41.47464510240963,30771.509343498536,-0.1582310860720671,-0.4691238097958883,0.0006263269559741,0,0.700845,0.610172,-0.005696401087278554
2023-06-13,25918.728515625,26376.3515625,25728.365234375,25902.94140625,14143474486,0.0006263269559741,0.0152168357542786,0.0210605989427676,-1320.0546875,-1011.91015625,41.649170450513886,30769.93860294624,-0.1576607009172495,0.1428188282185714,-0.0311153540326201,2,0.981042,0.093973,-0.00428326522022816
2023-06-14,25124.67578125,26041.80078125,24902.15234375,25920.2578125,14265717766,-0.0311153540326201,0.0145920296182996,0.0216378115280123,-1221.322265625,-2068.017578125,35.993391151260084,30768.09616148773,-0.1834179258481898,0.1766648144112139,0.0178193754101164,2,0.996281,0.024526,-0.009029918006539113
2023-06-15,25576.39453125,25735.30859375,24797.16796875,25121.673828125,15837384409,0.0178193754101164,0.0168143616654711,0.0219465254660884,-931.822265625,-1460.255859375,40.90935085905266,30766.215754917463,-0.1686857189395468,0.5643136052376555,0.0289427732653721,2,0.997286,0.01875,-0.008176300192378538
2023-06-16,26327.462890625,26463.173828125,25245.357421875,25575.283203125,16324646965,0.0289427732653721,0.0212566156540024,0.0224976747433828,-152.912109375,-1071.33984375,48.053287535735365,30764.55921757045,-0.1442275280320385,0.678910696018096,0.0069349007932065,2,0.989246,0.05944,-0.007559955210020062
2023-06-17,26510.67578125,26769.39453125,26174.4921875,26328.6796875,11090276850,0.0069349007932065,0.0186865766611121,0.0222352929997536,659.435546875,-321.533203125,49.652328068966845,30763.480980284417,-0.1382420019945057,-0.6586545989697888,-0.0066026034383138,2,0.999339,0.005501,0.001466399498501002
2023-06-18,26336.212890625,26675.92578125,26325.890625,26510.45703125,9565695129,-0.0066026034383138,0.0190821558458247,0.0222580380675488,396.044921875,-553.916015625,48.13291692727394,30762.5132734878,-0.1438861754731054,-1.0299977077890463,0.0193592472017419,2,0.997282,0.018773,-0.004793899520302024
2023-06-19,26851.029296875,26984.611328125,26312.83203125,26335.44140625,12826986222,0.0193592472017419,0.0200227365681033,0.0224946428587994,948.529296875,-278.556640625,52.72973894963259,30761.36715281634,-0.1271184676713346,-0.2493915533957734,0.05352849528514,2,0.900627,0.323724,-0.002945517446482894
2023-06-20,28327.48828125,28388.96875,26668.791015625,26841.6640625,22211859147,0.05352849528514,0.026854420023252,0.0243817984071643,2408.759765625,1573.662109375,62.88826713135037,30760.132832922194,-0.0790843318162971,2.080344590211703,0.0582742132068211,0,0.999601,0.003656,-0.0009401262941187865
2023-06-21,30027.296875,30737.330078125,28283.41015625,28311.310546875,33346760979,0.0582742132068211,0.0236062516612575,0.0264670599544166,4902.62109375,3176.01953125,70.69611449835168,30759.575295849765,-0.0238065192320313,3.570122874672827,-0.0038377235796951,0,0.999359,0.005354,-0.0008409922122719138
2023-06-22,29912.28125,30495.998046875,29679.158203125,29995.935546875,20653160491,-0.0038377235796951,0.0260663548648099,0.0264307662587732,4335.88671875,2686.5546875,69.6286593863104,30759.17624392616,-0.0275330843456314,1.0436349762377242,0.0258459057681537,0,0.993588,0.039724,-0.006599434603291838
2023-06-23,30695.46875,31389.5390625,29845.21484375,29896.3828125,24115570085,0.0258459057681537,0.0259623055452091,0.0258194619037953,4368.005859375,4360.650390625,72.65630389886527,30759.14122861231,-0.0020700343400055,1.579106466515385,-0.0047930679024939,0,0.980773,0.096033,-0.0012687718628815127
2023-06-24,30548.6953125,30804.1484375,30290.146484375,30708.73828125,12147822496,-0.0047930679024939,0.0274282170506779,0.0258825065756239,4038.01953125,4072.48828125,71.22335808788002,30759.0829795841,-0.0068398549860455,-0.5837701488702198,-0.0022426607224285,0,0.728671,0.585473,-0.0011320265877037695
2023-06-25,30480.26171875,31041.271484375,30327.943359375,30545.150390625,12703464114,-0.0022426607224285,0.0267580329207579,0.0258996536228837,4144.048828125,3760.970703125,70.52495548099402,30759.002298428768,-0.0090620813046659,-0.4831530645518678,-0.0068848359381765,0,0.546298,0.689639,0.002460177389607282
2023-06-26,30271.130859375,30636.029296875,29955.744140625,30480.5234375,16493186997,-0.0068848359381765,0.028769029541248,0.0259797960473342,3420.1015625,3402.77734375,68.32017264736078,30758.81907926148,-0.0158552322385904,0.1558998064566528,0.0136825634152429,0,0.451104,0.688567,0.0014017936883979685
2023-06-27,30688.1640625,31006.787109375,30236.650390625,30274.3203125,16428827944,0.0136825634152429,0.0238953925306917,0.0249203093315586,2360.67578125,2602.517578125,70.31324438402635,30758.79265833265,-0.002296208327069,0.1321709567895883,-0.0198089179130376,2,0.876205,0.374426,0.004066670016108843
2023-06-28,30086.24609375,30703.279296875,29921.822265625,30696.560546875,14571500779,-0.0198089179130376,0.0149287151886226,0.0251183877992762,58.94921875,2340.361328125,64.04985209220484,30758.569670523288,-0.021858089760838,-0.2115805025559042,0.011865197537731,2,0.997834,0.015451,-0.002843117119961359
2023-06-29,30445.3515625,30796.25,30057.203125,30086.1875,13180860821,0.011865197537731,0.0153797959937919,0.0251593778003697,533.0703125,2743.001953125,65.99598318900993,30758.475759865443,-0.0101800947423414,-0.4712073806082607,0.0010472432791648,2,0.999918,0.000857,0.0008303567355543946
2023-06-30,30477.251953125,31256.86328125,29600.275390625,30441.353515625,26387306197,0.0010472432791648,0.0114718340189403,0.024858326686239,-218.216796875,3257.59375,66.17117627921748,30758.307061534186,-0.0091375350355568,1.8149958546021128,0.0036951443630783,2,0.998611,0.010527,0.0024748255117519042
2023-07-01,30590.078125,30641.2890625,30328.865234375,30471.84765625,9086606733,0.0036951443630783,0.0114550439186416,0.0246102524733268,41.3828125,3770.10546875,66.82225301453906,30758.272317809377,-0.0054682587848729,-1.1641981228551843,0.0010028094691439,2,0.999991,0.000116,0.004700665948310154
2023-07-02,30620.76953125,30766.140625,30264.01953125,30587.26953125,10533418042,0.0010028094691439,0.0114055854361044,0.0245201522950233,140.5078125,3371.1796875,67.00826547922851,30758.23940607249,-0.004469367476064,-0.8794358120926334,0.0173424263179603,2,0.999991,0.000117,0.0008653825544251102
2023-07-03,31156.439453125,31375.61328125,30586.513671875,30624.515625,15271884873,0.0173424263179603,0.0123706343209086,0.0245594130658681,885.30859375,4081.310546875,70.1535045183987,30758.377544098432,0.0129415769234207,-0.1193776764207485,-0.0122343790504439,2,0.999966,0.000388,0.009275599675046016
2023-07-04,30777.58203125,31325.197265625,30659.35546875,31156.865234375,12810828427,-0.0122343790504439,0.0128980814282136,0.024748476453939,89.41796875,3658.515625,65.40432895459008,30758.38313102372,0.000624184312436,-0.5783073567064839,-0.0085955335212928,2,0.999974,0.000296,-0.0009990974553883384
2023-07-05,30514.166015625,30877.330078125,30225.61328125,30778.724609375,12481622280,-0.0085955335212928,0.0104272762183367,0.0225684159101145,427.919921875,4754.068359375,62.24894710027363,30758.31392928796,-0.0079376234413967,-0.5895395404286597,-0.0200202996399463,2,0.999988,0.000153,0.001063659211174984
2023-07-06,29909.337890625,31460.052734375,29892.2265625,30507.150390625,21129219509,-0.0200202996399463,0.0122189676213687,0.0209438555488024,-536.013671875,2670.5546875,55.61445610771551,30757.906886120145,-0.0275886456980618,0.9698895652135976,0.014370909980298,2,0.999457,0.004626,-0.006569864203797706
2023-07-07,30342.265625,30434.64453125,29777.28515625,29907.998046875,13384770155,0.014370909980298,0.0138052120988745,0.0198645553053386,-134.986328125,3996.267578125,58.98418569358216,30757.78068614492,-0.0135092666595443,-0.3903881231800383,-0.0016401345457067,2,0.999959,0.000454,-0.0007782074361203662
2023-07-08,30292.541015625,30374.4375,30080.16015625,30346.921875,7509378699,-0.0016401345457067,0.0136730040560334,0.0198959747723302,-297.537109375,3784.32421875,58.43544080956622,30757.701447604068,-0.0151233808147683,-1.3889124902607295,-0.004012544787339,2,0.999986,0.000172,0.0009786684754090865
2023-07-09,30171.234375,30427.58984375,30085.591796875,30291.611328125,7903327692,-0.004012544787339,0.0136577310732979,0.0199315179759339,-449.53515625,3690.859375,57.04125127282356,30757.59634063687,-0.0190639723320046,-1.2764679881795489,0.008029538805166,2,0.999985,0.000185,-0.001981305811924067
2023-07-10,30414.470703125,31026.083984375,29985.39453125,30172.423828125,14828209155,0.008029538805166,0.0117698276034178,0.0192028021265149,-741.96875,4563.23046875,59.14603857603616,30757.481002283832,-0.0111520933438392,-0.0512553804125732,0.0067659483655845,2,0.999973,0.000315,0.000290669291224417
2023-07-11,30620.951171875,30788.314453125,30358.09765625,30417.6328125,12151839152,0.0067659483655845,0.0115941217741023,0.019200563223584,-156.630859375,4680.783203125,60.897483643928815,30757.443402805595,-0.0044376975401715,-0.5302269599604871,-0.0075166695389679,2,0.999986,0.000171,0.005306869554271677
2023-07-12,30391.646484375,30959.96484375,30228.8359375,30622.24609375,14805659717,-0.0075166695389679,0.0114787159233879,0.0193082163646673,-122.51953125,4489.146484375,57.92742380349197,30757.320705686943,-0.0118890141573459,-0.0826893281453578,0.0350591179994657,2,0.999922,0.000816,0.0032583807200577057
2023-07-13,31476.048828125,31814.515625,30268.3515625,30387.48828125,23686079548,0.0350591179994657,0.0144269246842897,0.0200290730964356,1566.7109375,5557.3203125,66.29843802792118,30757.706176406864,0.0233548837354181,1.3833952445290378,-0.036955452769762,2,0.987801,0.065881,-0.011193630078775838
2023-07-14,30334.068359375,31582.25390625,29966.38671875,31474.720703125,20917902660,-0.036955452769762,0.0215266472212806,0.0204313706055739,-8.197265625,5209.392578125,54.09255091905364,30757.50561804198,-0.0137669570453918,0.8615903521500968,-0.0012621409438578,2,0.96213,0.161116,-0.008275479295767916
2023-07-15,30295.806640625,30407.78125,30263.462890625,30331.783203125,8011667756,-0.0012621409438578,0.0215224339213255,0.0203566500477772,3.265625,4719.412109375,53.73559172698516,30757.42191696917,-0.015008256465393,-1.2373642246575596,-0.0015417915284865,2,0.998214,0.013085,0.001983010801361173
2023-07-16,30249.1328125,30437.560546875,30089.669921875,30297.47265625,8516564470,-0.0015417915284865,0.0214655514365453,0.0199095092617259,77.8984375,3921.669921875,53.27375544196912,30757.323981336536,-0.0165226067503436,-1.088370069948842,-0.0034189652941136,2,0.999619,0.003383,-0.0053994310118944035
2023-07-17,30145.888671875,30336.400390625,29685.783203125,30249.626953125,13240156074,-0.0034189652941136,0.0212192743643318,0.0199578322213369,-268.58203125,3635.212890625,52.20491209402282,30757.14088525768,-0.0198735056572069,-0.3431627522973291,-0.0096438864949102,2,0.999493,0.00435,-0.0026051040571667627
2023-07-18,29856.5625,30233.65625,29556.427734375,30147.0703125,13138897269,-0.0096438864949102,0.0210899508826563,0.0200226532676684,-764.388671875,3520.349609375,49.22441760559256,30756.87334642773,-0.0292718585627071,-0.3838408765809856,0.0019193869502834,2,0.999455,0.004644,-0.006396687375266465
